name,line
Nijika Ijichi, Talking about the Tower of Babel?
Hitori Gotou, B-But humans failed to learn and built another tall tower like this?
Ikuyo Kita, Guys! The scenery!
Nijika Ijichi," Kita-chan got what she wanted, so let's blow this joint."
Ikuyo Kita, G-Good idea.
Ryo Yamada, My favorite part was the air conditioning.
Ikuyo Kita, You filthy indoor types!
Nijika Ijichi, Ryo. Weren't you eating sea salt soft-serve earlier?
Ryo Yamada, I've always got room for ice cream.
Hitori Gotou," P-Please pay me back for the ice cream, too."
Ikuyo Kita, What should we do next?
Nijika Ijichi," I think we've had plenty of fun, don't you?"
Ikuyo Kita, You think? I feel like we need one more memorable event...
Nijika Ijichi," I wanna eat shirasu-don, then! They were sold out at the place where we had lunch!"
Ryo Yamada, Nah. Too full.
Nijika Ijichi, Since when were you in charge?
Hitori Gotou, What's that sound?
Nijika Ijichi," Oh, the kites?"
Ikuyo Kita," They like to steal human food, so—"
Nijika Ijichi," Right as we were talking about it! You okay, Bocchi-chan?"
Ikuyo Kita," Gotoh-san, you want my ice cream?"
Nijika Ijichi, They're targeting Bocchi-chan!
Kite, She looks weak! It pisses me off. Teach her a lesson!
Ryo Yamada, Even birds look down on her.
Ikuyo Kita," Even birds?! Gotoh-san, you okay?"
Hitori Gotou, It's over.
Nijika Ijichi, Get lost!
Ryo Yamada, Memorable event achieved.
Ikuyo Kita, That's not the kind of memorable I wanted!
Nijika Ijichi," But we can't stay out too late, so we really should head out. Bocchi's in bad shape, anyway."
Ikuyo Kita, Then how about a shrine visit before we head home?
Ikuyo Kita, This shrine is dedicated to a goddess called Myo-on Benzaiten. She's the goddess of music and performing arts. I've always thought we should come here if we ever went to Enoshima together.
Nijika Ijichi, We'll have to wish for our band's future success!
Nijika Ijichi, Bocchi-chan. You looked like you were wishing pretty hard back there.
Ryo Yamada, It took forever.
Ikuyo Kita, What were you wishing for?
Nijika Ijichi," I was wishing and thanking her pretty hard too! Goddess, thanks for making our concert a success. Keep that good fortune coming!"""
Hitori Gotou, R-Really?
Nijika Ijichi, Let's get back to practice tomorrow! Even though we don't have a next concert scheduled!
Hitori Gotou," I can't tell them... Please, Goddess! Turn back time to the first day of summer! I'll do anything, just turn back time! Either that, or give me fame and fortune so that I never go hungry! ...that I made a really vapid wish!"
Nijika Ijichi," It's about an hour from here to Shimo-Kita, right?"
Ikuyo Kita," Yeah. Gotoh-san, you'll change trains at Fujisawa, right?"
Hitori Gotou, Y-Yes.
Ryo Yamada, Wake me up at Shimo-Kita.
Ikuyo Kita," Oh, they're hopeless! I really wish we'd gotten to do some Kamakura sightseeing, and I wish we'd had dinner together, too!"
Nijika Ijichi, Shirasu-don...
Ikuyo Kita," She really wanted to eat that, huh?"
Hitori Gotou, My first long trip in a while... That was lots of fun. I almost wish we could've stayed out a little longer.
Ikuyo Kita," Okay! Let's spend all of winter break hanging out as Kessoku Band! Where do you want to go, Gotoh-san? Let's make memories together every single day!"
Hitori Gotou, I d-don't wanna go outside every day!
Hitori Gotou, I'll th-think about it...
Ikuyo Kita," Sure! You can rest if you want, Gotoh-san. I'll wake you up."
Hitori Gotou," A-Actually, I spent the whole train ride up here unconscious, so I'm pretty alert now."
Ikuyo Kita, Really? Then the fun continues until Fujisawa!
Hitori Gotou, H-Hey... Kita-san? I e-enjoyed hanging out with you all today. I th-think I can face school starting tomorrow. Probably.
Ikuyo Kita," Really? I'm glad to hear it! Let's enjoy the new term together, too!"
Hitori Gotou, Sure.
Hitori Gotou, This memory of summer will fuel me through to winter break.
Michiyo Gotou, Hitori-chan! It's morning! I'm coming in! You're still in bed? You'll be late to school your first day back!
Hitori Gotou, Don't feel good. Wanna stay home.
Michiyo Gotou," Oh, Hitori-chan. Lying again just to get out of school!"
Hitori Gotou, N-No...
Michiyo Gotou," Help me out, Futari!"
Hitori Gotou," M-My muscles are so sore, I can't even move!"
Futari Gotou," Okay! Wake up, Sis!"
Hitori Gotou," No, no, no, no!"
Ikuyo Kita, Morning!
s Friends," Morning! Hey, Kita-chan, I saw your Issta photos of Enoshima!"
Ikuyo Kita, Really? Thanks!
Imaginary Staff, Emergency! Emergency! The band we had scheduled can't perform! Are you kidding?! How will we find a replacement?
Hitori Gotou, Perhaps I could be of some assistance?
Imaginary Staff," Y-You're... I forget the name, but the girl from Class 2—"
Hitori Gotou, The name's Gotoh.
Crowd, Gotoh-sama! Hold me! You're a living national treasure! Gotoh! Gotoh! Gotoh! Gotoh!
Culture Festival Planner," ...six votes for a haunted house, and two votes for a candy shop."
Hitori Gotou," How long have I been out? I think I was in homeroom, and they started talking about festival project ideas... It's no use. Everything after the word unity came up is a blank."
Culture Festival Planner," Okay! So by majority vote, Class 2's project will be a maid and butler cafe! We'll have to get lots of maid uniforms!"
Hitori Gotou, M-Maid?
Culture Festival Planner, Since all the girls'll be wearing them!
Hitori Gotou," All the girls?! Does that include... me? N-No way! Too far outside my skill set! Maybe if it was a grave cafe... A-Afterlife for two... Souvenirs from the grave available... Crud, that was close. I almost spaced out again."
Culture Festival Planner," And if anyone wants to perform on the second day of the culture festival, make sure you put one of these forms in the box in front of the student council room."
Hitori Gotou," Perform on-stage as a band... I never got to do it in middle school. But I daydreamed about it a thousand times, so same thing, right? You feelin' the hype, arena? Besides, I play in real venues now! My band's not for fun and games! It's serious business!"
Students," If someone from our class played, they'd be the coolest person ever! Totally!"
Hitori Gotou," How'd I end up at the student council room?! What's this piece of paper? A band performance application... Kessoku Band... Who wrote all this?! What? Hitori Gotoh wrote it?! I'm a professional guitarist now! Begone, lust for culture festival attention! Focus on your band's career! Good... the lust is fading."
Student Council President, What was that? Teacher! Someone's collapsed out here!
Hitori Gotou, An unfamiliar ceiling.
Ikuyo Kita," Hey, you're awake? How are you feeling?"
Hitori Gotou, I'm f-fine.
Ikuyo Kita," I heard you collapsed, so I got worried."
Hitori Gotou, S-Sorry.
Ikuyo Kita, What's the matter?
Hitori Gotou, N-Nothing...
Hitori Gotou," Wh-What do I do? If I tell Kita-san, she'll get all excited, eyes sparkling, and insist that we do it! I m-must avoid that!"
Hitori Gotou, Th-Thank you for coming. I-I'll head to work after a little more rest. D-Don't worry about me.
Ikuyo Kita, But won't you be lonely?
Hitori Gotou," I'll b-b-be fine! Y-You've got plans with friends today, right?"
Ikuyo Kita," Sure, but I can cancel them!"
Hitori Gotou, I'll b-b-be fine!
Ikuyo Kita," You're sure? Well, just take it easy, okay?"
Hitori Gotou," I'd really like to perform, but I've barely done a real concert, so it's still really scary. Although... Now that I think about it, all the performers in a high school culture festival are amateurs. I wonder what the vibe is like..."
Hipster Kid," Y'all What's up, y'all? Ready to feel the hype?! Yeah! We're We're gonna make one hell of a memory today! gonna make a memory today! Join me on this journey! me!!"
Hitori Gotou," Nope. I'm so worn out, I can't even watch the concert. But a loner-type shining at the culture festival is a classic trope! So maybe I can do it too?!"
Culture Festival Announcer," Next up, Kessoku Band performs! On drums, Nijika Ijichi from Shimo-Kitazawa High!"
Crowd, Wah!  Squee!  So pretty!  So cute!  Look at me!  Waaah!  Wahhh!
Nijika Ijichi, Hi there!
Culture Festival Announcer," And Ryo Yamada, from the same!"
Ryo Yamada, Mini-bow.
Culture Festival Announcer," And on lead guitar, from Class 2... Um... Oh, Gotoh-san! And on guitar and vocals, from Class 5, our school star, Kita-chan!"
Crowd, So cute!  Eee!  Squee!  Waaaaah!  Eee!  Eeee! Waaah!
Culture Festival Announcer, It's Kita-chan!
Crowd, We love you!
Ikuyo Kita," Thanks, guys!"
Crowd, Kita-chan!                    Kita-chan!
Hitori Gotou, The fervor gap is too intense! Yeah. Not happening. I gotta know my place.
Hitori Gotou," Good morning, Manager."
Seika Ijichi," Uh, could you do some work? If you're already on the fence, I think you should do it. These high school years will be gone before you know it."
Hitori Gotou," Yeah, maybe..."
Seika Ijichi," Not that I'd know, since I barely cared about high school."
san, I dropped out!
Hitori Gotou, I asked the wrong people.
san, I could never drag myself out of bed in the morning!
Nijika Ijichi, Huh? Bocchi-chan's talking to Sis? That never happens.
san, She's waffling about her culture festival.
Nijika Ijichi, Culture festival?
Seika Ijichi, She's trying to figure out if Kessoku Band should perform there.
Nijika Ijichi, Performing at a culture festival? Sounds awesome! Let's do it!
Hitori Gotou, Um... But...
Nijika Ijichi, It's fun in a different way from performing at a club.
Hitori Gotou," Y-You've done it before, Nijika-chan?"
Nijika Ijichi," Yeah, in middle school."
Ryo Yamada, Same. I played obscure songs and totally bombed with the audience!
Nijika Ijichi, Why do you sound proud of that?
Nijika Ijichi," I've never played with Ryo at a culture festival, though, so I'd love to play at this one!"
Hitori Gotou, Really?
Nijika Ijichi," Well, we only recently formed Kessoku Band."
Ryo Yamada," I'd like to play my original songs somewhere other than here, too."
Nijika Ijichi," Plus, it's a great chance to advertise ourselves!"
Hitori Gotou, But... Don't you get expelled for playing something other than seishun rock at a high school culture festival?
Nijika Ijichi, Of course not!
Ryo Yamada," I get why Bocchi's scared, though. There's a chance—a likelihood, rather—that you'll be playing in front of a large crowd. So you don't have to rush to a decision."
Hitori Gotou, Ryo-san...
Ryo Yamada," To be honest, I still have nightmares about that concert I bombed."
Seika Ijichi, So you were just acting strong earlier?
Nijika Ijichi," Either way, just make sure you don't have any regrets, Bocchi-chan."
san, Wise words.
Hitori Gotou, G-Got it. I'll think it over.
Nijika Ijichi," Right, right!"
Hitori Gotou," Nijika-chan wants to play at the culture festival too. I bet it'd feel pretty darn good... I... I just can't do it! I'm sorry, everyone. I thought I could do it yesterday, but I can't. B-But Nijika-chan told me to make sure I don't have any regrets, and if I blow it, I don't think I could make it through the rest of high school... I'm already nervous about playing in a club. The thought of being on stage at a festival... Yeah, just not happening."
Imaginary News," Skyrocketing to fame! Let's look into the members of Kessoku Band! The unexpected past of super-popular guitarist Hitori Gotoh, whose cool personality, skillful playing, and raw lyrics have captured the hearts of fans! Hitori Gotoh Q. Did you know your high school classmate Hitori Gotoh has become a famous guitarist? Wow, Gotoh-san was in a band back then? I should've gotten her autograph!"
Hitori Gotou," I'll just follow that model instead! I like it. Now that I've got a plan in mind, I don't feel so bad about it. Good work, me!"
Ikuyo Kita, Gotoh-san! Morning!
Hitori Gotou, G-Good morning...
Ikuyo Kita," How are you feeling? I got worried and stopped by the nurse's office again yesterday, but you were already gone."
Hitori Gotou, R-Really? I'm sorry...
Ikuyo Kita," Oh, and I turned it in. For the culture festival performance! We'll be on stage as Kessoku Band! I just can't wait! The application must've fallen in the trash can by mistake. What a close call, right? Let's put on the best culture festival concert ever!"
Nijika Ijichi, So that's why she's been like that.
Ikuyo Kita, I was so sure she wanted to do it.
san, She seemed very excited yesterday.
Ikuyo Kita, Wh-What do I do? I am a criminal.
Seika Ijichi, Right?
Ikuyo Kita, They're going to label me a murderer!
Ryo Yamada," It's not too late to back out, is it?"
Ikuyo Kita, They said you can't take it back once you've applied... But I'll talk to them tomorrow.
Kikuri Hiroi," Hey-ho! Free booze, please!"
Seika Ijichi, Hell no. Piss off.
Kikuri Hiroi," Aw, c'mon! Tell yer sister to be nicer! You like havin' me around, right, li'l sis?"
Nijika Ijichi, Kindly depart. We're about to open for business.
Kikuri Hiroi, You've got a death glare on par with Senpai's lately. Bocchi-chan! What's with her? Somethin' on her mind?
Ikuyo Kita, I volunteered us for the culture festival against her will.
Kikuri Hiroi, What? You gonna play there?
Hitori Gotou," I c-can't do it. Th-There'd be so many more people than I'm used to, a-and I'm s-scared of performing in front of people who know me at s-school."
Kikuri Hiroi, Bocchi-chan. For you! Payin' you back for before. My band's playin' a gig tonight! Wanna come see?
Hitori Gotou, C-Can I?
Kikuri Hiroi, Course you can! Same goes for all y'all.
Ryo Yamada, Thank you very much.
Nijika Ijichi, Let me pay you.
Ikuyo Kita," Yes, for the tickets."
Kikuri Hiroi," Aw, don't go there. It's a gift!"
Nijika Ijichi, But...
Ikuyo Kita," Please, let us pay!"
Kikuri Hiroi," H-Hang on, do you think I'm some kind of broke rocker who's gotta hustle money from teenage girls?"
Nijika Ijichi, You mean you're not?
Kikuri Hiroi," Damn it! Senpai, one bottle of shochu!"
Seika Ijichi," Like hell, dumbass."
Kikuri Hiroi," Anyhoo, it's fine! I might not look it, but our band's pretty popular on the indies circuit! Right?"
Ryo Yamada," Yes, they have many hardcore fans."
Kikuri Hiroi," Which means we make our ticket quotas, easy! We even make money on merch!"
Nijika Ijichi," Then why do you only drink the cheap stuff? And you use our shower, too."
Seika Ijichi, Pay rent.
Hitori Gotou, You never paid me back for your train fare.
Seika Ijichi, Sounds like a hustle to me!
Kikuri Hiroi, Th-There's a reason for all this... All my money goes to paying for the equipment I break while playing drunk.
Seika Ijichi," So it's your own fault. Bocchi-chan, has she borrowed any more money from you that she hasn't paid back?"
Hitori Gotou, N-No... she hasn't...
Seika Ijichi, Garbage humans. Apologize for your late repayment.
Kikuri Hiroi, Sorry for our lateness!
Ryo Yamada, Sorry for our lateness!
Hitori Gotou, I-It's okay...
Kikuri Hiroi, Noguchi-sensei... farewell...
Seika Ijichi, You really need to cut back. You never used to drink before you started playing concerts. It can't be good for you.
Kikuri Hiroi," C'mon, that's no biggie! Now, let's all go to Shinjuku! I can't hear you!"
Ikuyo Kita, Do you think she can really play like that?
Kikuri Hiroi," You're supposed to say ""go!"""
Kikuri Hiroi, Getting to see SICK HACK for free... My soul is on fire!
Ikuyo Kita, SICK HACK? Is that the name of Hiroi-san's band?
Kikuri Hiroi, Yep!
Hitori Gotou, I knew she was good from our street concert... But I don't really know what she sounds like. I'm kind of looking forward to this!
Hitori Gotou, I v-very much enjoyed the concert... Thank you for having me...
Nijika Ijichi, We're not even at the venue yet!
Kikuri Hiroi," Here's my home base, Shinjuku FOLT!"
Kikuri Hiroi," C'mon in, y'all!"
Ikuyo Kita, The vibe is very different from Starry's...
Nijika Ijichi," Hey, no worries. It's the same kind of place."
Hitori Gotou," It is a little scary, but I feel strangely confident. Clubs are the same wherever you—"
Hitori Gotou, Th-Thank you for the wonderful concert!
Nijika Ijichi," Seriously, it hasn't started yet!"
Hitori Gotou, I w-was a fool to think I'd grown as a person...
Nijika Ijichi, I'm sure they're nice people if you talk to them!
Kikuri Hiroi, Gin-chan! Mornin'!
Ginjiro Yoshida, Yeah?
Nijika Ijichi, I m-miss my sister!
Ikuyo Kita, It's gotten to Ijichi-senpai too!
Kikuri Hiroi," This is the manager, Gin-chan!"
Nijika Ijichi, H-Hello!
Ginjiro Yoshida," Oh, gosh, look at all the cute little buddies you brought! I'm Ginjiro Yoshida, 37 years old! Punk rock's my genre of choice!"
Kikuri Hiroi," The contrast between how he looks and talks kinda shorts out your brain, right? But don't worry. Gin-chan's a nice old guy with the heart of a pure maiden!"
Shima Iwashita," Hey, Hiroi."
Kikuri Hiroi, Yeah?
Shima Iwashita," For the millionth time, don't be late."
Eliza Shimizu, Our rehearsal's already over!
Kikuri Hiroi," Sorry! But it'll all work out, I bet!"
Shima Iwashita, Are these the members of Kessoku Band?
Nijika Ijichi, Y-Yes! And you're...
Ryo Yamada, She's part of SICK HACK.
Shima Iwashita," I'm Shima, the drummer. A pleasure."
Nijika Ijichi, It's such a pleasure to meet you!
Shima Iwashita, I'm sure our Hiroi's caused a lot of trouble for you. If this will in any way make up for it...
Hitori Gotou, Sh-She's so polite!
Nijika Ijichi," Oh, th-thank you!"
Hitori Gotou, Maybe the other band members balance her out?
Eliza Shimizu, I'm Eliza! I lived in England until I was eighteen. This is my third year in Japan. Let's be friends!
Nijika Ijichi, You came all the way to Japan to be in a band? Do you like J-Rock?
Eliza Shimizu," No. Actually, I came to Japan for Comiket! I really wanna be in an anisong cover band!"
Kikuri Hiroi, Eliza's always saying anisongs are Japan's real bleeding-edge sound!
Hitori Gotou, The three of them are... Balanced?
Eliza Shimizu, I bought this in Asakusa!
Kikuri Hiroi, Nice one!
Shima Iwashita, Stop now.
Bartender, Here you are.
Ikuyo Kita, Thank you! Look at all the people!
Nijika Ijichi, There's at least two hundred here.
Hitori Gotou, I had no idea her band was this popular...
Nijika Ijichi," By the way, where's Ryo?"
Ikuyo Kita, She was with us just minutes ago... Eh? She's sitting over there!
Nijika Ijichi," Sh-She's doing... the club classic: the ""I'm not like you overexcited sheeple"" customer!"
Ryo Yamada, Take in the sound. The sound!
Ikuyo Kita," Ryo-senpai. What kind of band is SICK HACK, exactly?"
Ryo Yamada, They play psychedelic rock. A genre that spread in the 1960s as a musical expression of drug-induced hallucinations whose influence led to many progressive rock bands getting their start...
Ikuyo Kita, I've never seen Senpai talk so much about anything.
Hitori Gotou, I c-can't wait to hear them.
Ikuyo Kita, Yeah! I'm kinda interested in psychedelic rock!
Ryo Yamada, Really? I'll bring all my albums tomorrow. It's best for a beginner to start from the second.
Nijika Ijichi," Better watch what you say, Kita-chan. That kind of line will get you mobbed by fanatics."
Hitori Gotou," Their band's amazing. The drum's spot-on irregular time signature that keeps you off-balance. The emotional yet overwhelmingly logical playing of the guitar... And the bass forms a wall of sound that supports it all. But the most amazing thing of all... is her overwhelming charisma! For the time they're standing on stage, performers are heroes! A band really is the coolest thing ever!"
Kikuri Hiroi, Bocchi-chan! How'd you like my show?
Hitori Gotou, I-It was great.
Kikuri Hiroi," Hey, what's got you so down? We stunk the place up after all?"
Hitori Gotou, N-Not at all. You really were incredible. But I... er... You were really shining up there. I don't think I could... ever...
Kikuri Hiroi," Lemme fill you in here. Up to high school, I was the gloomy misfit sittin' in a corner of the classroom. Could ya tell? I guess it's true what they say: gloomy people attract. But sometimes I'd imagine what my future was gonna look like, and I'd think, ""C'mon, that's lame!"" I started playing rock to make my life's course do a 180. At first, I was scared stiff of buying a bass at the music shop or going into a club. The whole reason I started drinking was to chill myself out before our first concert. Everyone's scared when they do something for the first time. But you played just fine, both on the street and at Starry! And you didn't even need alcohol to do it!"
Hitori Gotou, You mean...
Kikuri Hiroi," Have a little faith in yourself! And if that's not enough, have a drink to take the edge off!"
Hitori Gotou, I-I'm really too young. But I'd like you to come to our culture festival performance.
Kikuri Hiroi," Yeah, that's the way!"
Ginjiro Yoshida," I'm adding 100,000 to your tab for wall repairs."
Kikuri Hiroi, Th-That one's partly Bocchi-chan's fault!
Nijika Ijichi," Okay! Now that the concert's got us all hyped up, let's plot our culture festival setlist! Kita-chan said each band gets fifteen minutes. So that's about three songs, right?"
Ikuyo Kita, H-Hey... C-Can't I let Ryo-senpai have some of mine?
Nijika Ijichi, No! She needs to learn her lesson for bumming off of Bocchi-chan for so long.
Ryo Yamada, Ikuyo...
Nijika Ijichi," Kita-chan! Don't fall for our wicked bandmate's tricks! The three Bs to avoid in a boyfriend are bassist, bassist, and bassist, after all!"
Ryo Yamada, I'll never borrow money from anyone again.
Nijika Ijichi, Then I gift you this.
Ryo Yamada," You're kind, Nijika. I love you."
Nijika Ijichi," The legit gratitude is tugging on my heartstrings, darn it! Just help yourself already!"
Ryo Yamada, I already know our setlist. I've been thinking it over since the culture festival came up.
Nijika Ijichi, Nice!
Ryo Yamada," We'll put a Bocchi guitar solo in the second one. To make sure you shine. It's your and Ikuyo's culture festival, remember?"
Ikuyo Kita, But isn't going all-original in the culture festival a bit aggressive?
Nijika Ijichi, So what? Let's be aggressive!
Ryo Yamada," And if we bomb, there's four of us. We can split the shame four ways."
Nijika Ijichi," Ryo, are you trying to push your trauma on the rest of us?"
Hitori Gotou, Guitar solo...
Hitori Gotou, K-Kita-san?
Ikuyo Kita," G-Gotoh-san... I... I knew you'd thrown out the culture festival application! But I submitted it anyway. I'm so, so sorry that I lied!"
Hitori Gotou," Th-Thank you for doing it. I w-was pretty freaked out at first, but now I'm kind of looking forward to it. Th-That wouldn't have happened if you hadn't turned in the application. So I'm really grateful. Thank you."
Ikuyo Kita," Gotoh-san, I'm going to work even harder at practice than ever! So let's make our culture festival concert a success!"
Hitori Gotou, O-Okay.
Ikuyo Kita," The truth is, I really wanted Gotoh-san to perform at the culture festival. Because Gotoh-san is..."
Ikuyo Kita, Ryo-senpai! Would you be willing to coach me on guitar after work?
Ryo Yamada, Isn't Bocchi coaching you?
Ikuyo Kita, Gotoh-san has her own practice to focus on. I want to practice and get better too!
Nijika Ijichi," You heard her. Humor her, okay?"
Ryo Yamada, My lessons don't come cheap.
Ikuyo Kita, Okay!
Nijika Ijichi, How come Bocchi-chan's not with you today?
Ikuyo Kita, Well... she's got make-up lessons...
Nijika Ijichi, Bocchi-chan's missing?!
Crowd, Anyone want a hot dog? Churros!! Class 2-2's doing a haunted house!
Nijika Ijichi," Boy, even the first day is a total event! Not at all like our school!"
Students," Hey, where do you wanna start? Dunno... I'd love to try Class 2's haunted house! Awesome! Let's do it!"
Ryo Yamada, It's like an entire school of Ikuyos.
Nijika Ijichi," Well, anyway... I think Bocchi-chan's class is nearby, so let's check that out!"
Nijika Ijichi," Hey, bet this's it! Hi-ho! Is Bocchi-chan in?"
Ryo Yamada," Serve us, Bocchi."
Ikuyo Kita, Senpai...
Nijika Ijichi, Kita-chan! Did you come to see Bocchi-chan in her maid costume too?
Ryo Yamada, Where's the Bocchi-chan maid?
Ikuyo Kita, About that...
Nijika Ijichi, What?! Bocchi-chan vanished?!
Students, She put on her maid costume and said she was going to the bathroom. We haven't seen her since. I wish she could've just told us if she didn't want to do it.
Nijika Ijichi, You'd think running around the school as a maid would be even more embarrassing... But whatever. Let's get searching!
Ikuyo Kita, Right!
Nijika Ijichi," No whining, you!"
Nijika Ijichi, No Bocchi-chan here... Where could she have gone? Maybe we should check all the women's bathrooms?
Ryo Yamada, All of them?
Ikuyo Kita, No... Gotoh-san won't be found in such a constantly inhabited location!
Nijika Ijichi," Aha! Where should we look, then? Teach us, Professor Kita!"
Ikuyo Kita," Allow me to elucidate! It must be uninhabited! It must be damp and depressing. We must search the kinds of ecosystems in which one might find slugs. She might be found beneath a rock, perchance!"
Ryo Yamada, Effortlessly brutal.
Hitori Gotou," I lied and ran off without thinking about it. I'm gonna make trouble for everyone if I don't get back. But I'll die from embarrassment if my band sees me like this. If only I had my ripe mangos... Welcome home! I long for the warmth of that cardboard box... It's no use. I'm gonna drive myself crazy like this. I need escapism. Let's retreat to the online world. I've been so busy with rehearsals, I haven't looked in ages... My comments section is the nicest place in the world. Every single comment is kind and— C-C-Crud! I-If I don't upload a video, my home... I'll lose my online home!"
Hitori Gotou," H-Huh? When was the last time I uploaded again? I've been so busy, I haven't even had time to think about it... I'll put something up the minute the culture festival's over!"
Ikuyo Kita," Hey, there she is!"
Nijika Ijichi," Bocchi-chan, your whole class is worried about you!"
Ryo Yamada, In a place you'd find slugs... You called it.
Ikuyo Kita, I feel justified in rummaging through those trash cans and cisterns!
Nijika Ijichi," Though it sorta stopped feeling like we were looking for a person... Anyway, come on back, would you?"
Hitori Gotou, Kay...
Nijika Ijichi," Hey, look! Right here! Kessoku Band It's got our name on it! But of course it does, right?"
Ikuyo Kita," Seeing Kessoku Band's name in our school does feel odd, doesn't it?"
Hitori Gotou, Y-Yeah.
Ryo Yamada, Don't get too worked up now. You'll just exhaust yourself.
Ikuyo Kita," R-Right! Let's take the day to just enjoy the culture festival! Right, Gotoh-san?"
Hitori Gotou," Unlike Kita-chan, I've never actually enjoyed a school event..."
Crowd, Line for the Class 2-2 haunted house ends here! One person incoming!
Nijika Ijichi, I've been really curious about this! You think we can take a little detour?
Ikuyo Kita, I'd like to try it too! It's getting great reviews!
Nijika Ijichi, Can we take another detour?
Students, One chocolate crêpe!
Nijika Ijichi, Chocolate banana? Or should I go with something more tart?
Ryo Yamada," Buy both, and give me some."
Ikuyo Kita, You bet!
Nijika Ijichi," Hey, no casual extortion."
Nijika Ijichi, Is that Bocchi-chan?! Here we go... Gotcha!
Students, Congratulations!
Nijika Ijichi, Yeah!
Ikuyo Kita," Nice work, Senpai!"
Hitori Gotou, Eh? It's almost like... Doing the culture festival as a group is actually pretty fun.
Nijika Ijichi, Easy-peasy!
Ryo Yamada, Thanks for winning that for me.
Nijika Ijichi, It's not for you.
Hitori Gotou, And...
Hitori Gotou, Wh-Where to next?
Nijika Ijichi, Good enthusiasm! Let's keep going until we do the full circuit!
Ikuyo Kita," I think you're having too much fun! And Gotoh-san has this... The longer we mess around out here, the later I get back to the maid cafe!"" ...look on her face!"
Hitori Gotou, B-Busted!
Students, Welcome to Class 1-2's maid cafe! Welcome home! Sit right here!
Ikuyo Kita, Gotoh-san's class really went all-out!
Nijika Ijichi, They all look so cute!
Ikuyo Kita, And Gotoh-san's doing a great job standing up straight and looking customers in the eye!
Nijika Ijichi," I guess working for us really helped her out, huh?"
Ryo Yamada, No! She's just passed out on her feet.
Nijika Ijichi, You're right!
Ryo Yamada, Not good. A gang of post-apocalyptic hooligans...
Nijika Ijichi, Who let them into the school?!
Apocalypse Hooligan," Hey, babe. How's about you drop the sign and have a little fun with us?! My charge didn't even faze her! She's even got the confidence to make faces at us! She's somethin' else! Forgive us for our arrogance!"
Ikuyo Kita, Gotoh-san's amazing! She's being so helpful!
Nijika Ijichi, Y-Yeah... I guess.
Nijika Ijichi," Bocchi-chan, we're ready to order!"
Hitori Gotou, Wh-Wh-What can I get you?!
Nijika Ijichi, Let's see... Hey... Anyone else notice how good Bocchi-chan looks in that maid outfit?
Ikuyo Kita," You look so good in frilly stuff, Gotoh-san!"
Nijika Ijichi," Yeah, totes! I wish you wouldn't wear that tracksuit all the time."
Hitori Gotou," W-Well, I... Wh-What is it?"
Ryo Yamada, Some bands do push the visual aspect... I never knew you were such an uncut gem!
Hitori Gotou, R-Ryo-san?
Ryo Yamada," We'll have you in a swimsuit in the video. For modern bands, it's views that do the talking! And bringing in those views requires a few sacrifices here and there!"
Hitori Gotou," No, no, no, no, no, no!"
Ryo Yamada, We'll wrap you in black tape and have you play on the ocean!
Nijika Ijichi, Stop using Bocchi-chan as a cash cow!
Hitori Gotou, P-Please just order!
Nijika Ijichi," Oh, right..."
Ryo Yamada, Can someone spot me?
Ikuyo Kita," Wow, it looks delicious!"
Nijika Ijichi, How about this? What's the Sure-Pure Melt-in-Your-Mouth Magic Omurice?
Hitori Gotou, It's just normal omurice.
Ikuyo Kita, And the Unicorn Fantasy Dream Sparkle-Shine Omurice?
Hitori Gotou, That's also normal omurice.
Ryo Yamada, And the Lie-4-U Die-4-U Sickly-Chic Omurice?
Hitori Gotou, It's... normal omurice.
Nijika Ijichi, So it's all the same thing with different names?!
Hitori Gotou, We spent all our budget on the costumes.
Hitori Gotou, O-One Sure-Pure M-Melt-in-Your-Mouth Magic Omurice...
Nijika Ijichi," Excuse me! I'd like one of these deliciousness spells, if you please!"
Hitori Gotou," Oh, w-well..."
Ryo Yamada," The customer's always right. Smirk, smirk. Smirk, smirk."
Nijika Ijichi," Help us out, Miss Maid!"
Ryo Yamada," Smirk, smirk. Smirk, smirk."
Ikuyo Kita, You guys are really enjoying this...
Hitori Gotou, Sure-sure pure-pure miracle squee omurice... Become delicious.
Ryo Yamada, Kind of grainy.
Hitori Gotou," Yeah, we bought them frozen..."
Ikuyo Kita," Gotoh-san! You need to put more love into the spell! Watch me work! Just like this! Sure-sure! Pure-pure! Miracle... Squee! If you please, omurice... Become delicious!"
Ikuyo Kita, Kit-aura
Nijika Ijichi," The acidity of the ketchup and sweetness of the sauce blend together, giving it the soul-warming feel of home cooking!"
Ryo Yamada, Smooth!
Students, Kita-chan! Would you mind helping our class out?
Ikuyo Kita, Could I?! I'd love to wear the costume!
Ikuyo Kita, How do I look?
Students," Kita-chan, you look so good!"
Nijika Ijichi, You're wearing the heck out of that thing!
Ikuyo Kita," Would you guys like to wear one, too? For the memory!"
Nijika Ijichi, What? Can we?
Students, Of course you can! Crazy cute! Crazy cute!
Ikuyo Kita," Hold it! Let's have Senpai in ""big sister"" style! Or... What about boy style?! A fabulous choice, if I do say so myself!"
Nijika Ijichi, Isn't she getting a bit too excited compared to with me?
Students, But the three of you together make such a powerful visual! Would you be willing to help us out a while?
